FacilityName,CSV_Latitude,CSV_Longitude,Google_Latitude,Google_Longitude,Business_Status,Is_Accurate
Gov't. Maternity Home,7.74081,-2.11169,7.740684099999999,-2.1116853,OPERATIONAL,true
Nyaase Royal Maternity  Home,7.74042,-2.10208,7.716795299999998,-2.1075018,OPERATIONAL,false
Emil Memorial Hospital,7.73964,-2.09488,7.739568500000001,-2.0949008,OPERATIONAL,true
Tanoso Community Health Nurses Training School,7.2169497,-2.18432849999999,7.2675643,-2.2356594,OPERATIONAL,false
Biaso CHPS,6.9577082,-2.42087130000004,7.096243599999999,-2.715341,OPERATIONAL,false
Nankete CHPS,6.6148152,-2.49999179999997,6.5294782,-2.4999918,NO DATA,false
Florence Maternity Home,7.277284,-2.876257,7.2743121,-2.8735344,OPERATIONAL,true
EMC Kwaku Any Maternity Home,7.277284,-2.876257,7.275210899999999,-2.8679267,OPERATIONAL,false
Adadiem Rural Clinic,7.9072974,-2.65864009999995,8.0254999,-2.5526,OPERATIONAL,false
Mayera Rural Clinic,7.9072974,-2.65864009999995,7.857699999999999,-2.6808,OPERATIONAL,false
Kokoa Rural Clinic,7.9072974,-2.65864009999995,7.850590999999999,-2.6483007,OPERATIONAL,false
Rabito Clinic,7.5666667,-1.70000000000004,7.492917599999999,-1.8322511,OPERATIONAL,false
Lassi CHPS,7.6111895,-0.45023679999997,7.3349414,-2.3123031,OPERATIONAL,false
Kwame Danso Hospital,7.6111895,-0.45023679999997,7.729947699999999,-0.6851063,OPERATIONAL,false
Techiman Poly. Clinic,7.5772222,-1.92916669999999,7.5799062,-1.9442674,OPERATIONAL,false
Market Clinic,7.5772222,-1.92916669999999,7.580799999999999,-1.9364,OPERATIONAL,false
Nkwaeso Clinic,7.5772222,-1.92916669999999,7.558899999999999,-1.9906,OPERATIONAL,false
Droboso Clinic,7.734117,-2.10357199999998,7.6988,-2.1077,OPERATIONAL,false
Christian Eye Centre,7.5977302,-1.93595930000003,7.292387100000001,-2.2712611,OPERATIONAL,false
Nkyekyemanu Rural Clinic,7.5977302,-1.93595930000003,7.478299999999999,-2.7897,OPERATIONAL,false
Kintampo Rural Health Training School,7.5977302,-1.93595930000003,8.0504035,-1.7276302,OPERATIONAL,false
Susec Clinic,7.3333333,-2.33333330000004,7.337599999999999,-2.3304999,OPERATIONAL,false
Notre Dame Sch. Clinic,7.3333333,-2.33333330000004,7.360434499999999,-2.3564279,OPERATIONAL,false
Ratchlik Clinic,7.3333333,-2.33333330000004,7.3448536,-2.3141166,OPERATIONAL,false
Atuahenekrom Clinic,7.3333333,-2.33333330000004,7.3448536,-2.3141166,OPERATIONAL,false
Abesim Eye Clinic,7.3333333,-2.33333330000004,7.293552300000001,-2.300641600000001,OPERATIONAL,false
Fofie Memorial Clinic,7.3333333,-2.33333330000004,7.326717400000001,-2.3325701,OPERATIONAL,false
Holy Daniel Clinic,7.3333333,-2.33333330000004,N/A,N/A,NO DATA,false
SDA Hospital,7.3333333,-2.33333330000004,7.3452179,-2.3432731,OPERATIONAL,false
Anyekrom Health Centre,8.03966039999999,-2.38136209999993,N/A,N/A,NO DATA,false
Nyarko Maternity Home,8.03966039999999,-2.38136209999993,7.7196875,-2.5135625,OPERATIONAL,false
Zabrama Health Centre,8.0445086,-1.28910359999997,7.9914462,-1.3980247,OPERATIONAL,false
Adom Maternity Home,7.8685183,-1.75388169999996,8.067481599999999,-1.7222581,OPERATIONAL,false
Apesika Clinic,7.8685183,-1.75388169999996,7.9972832,-1.5474988,NO DATA,false
Mansie Clinic,7.8685183,-1.75388169999996,7.988023099999999,-1.9286527,OPERATIONAL,false
Brosankro Maternity Home,7.1315171,-2.02731900000003,7.0317091,-2.1033017,NO DATA,false
Psychiatric Clinic,7.68876849999999,-2.85771049999993,7.593538100000001,-2.78759,OPERATIONAL,false
Mercy Clinic,7.4041716,-2.44392530000004,7.4606552,-2.5975207,OPERATIONAL,false
Anyinasu CHPS,7.4041716,-2.44392530000004,N/A,N/A,NO DATA,false
Christian Eye Centre,7.75,-0.983333300000026,7.292387100000001,-2.2712611,OPERATIONAL,false
Bitre CHPS,6.827593,-2.698387,6.8079828,-2.516298,OPERATIONAL,false
Gyasikrom CHPS,6.827593,-2.698387,6.8117375,-2.7090781,OPERATIONAL,false
Ahmadiyya Muslim Hospital,6.827593,-2.698387,6.903,-2.5672,OPERATIONAL,false
WAM CHPS,6.827593,-2.698387,6.8079828,-2.516298,OPERATIONAL,false
Noberkaw CHPS,6.614815,-2.499992,6.651224099999999,-2.424577,NO DATA,false
1000 Acre CHPS,6.614815,-2.499992,N/A,N/A,NO DATA,false
New Saweresu CHPS,6.614815,-2.499992,6.5946227,-2.7726685,OPERATIONAL,false
Goamu Koforidua CHPS,6.9577082,-2.42087130000004,7.053874899999999,-2.5021194,OPERATIONAL,false
ISOS Clinic,6.9577082,-2.42087130000004,6.983200000000001,-2.3853,OPERATIONAL,false
Blessed Family Maternity Home,6.9577082,-2.42087130000004,6.740390199999999,-1.6256041,OPERATIONAL,false
Nkaseim CHPS,6.9577082,-2.42087130000004,6.8637381,-2.4480536,NO DATA,false
Apenemadi CHPS,6.9577082,-2.42087130000004,6.1789003,-2.1192389,OPERATIONAL,false
MEM CHPS,7.75,-0.983333,7.754120899999999,-0.9844566999999999,NO DATA,true
Akomade Clinic,7.75,-0.983333,7.7498,-0.9880000000000001,OPERATIONAL,false
Adom Maternity Home,7.75,-0.983333,6.7161998,-0.8172336,OPERATIONAL,false
Garadima CHPS,7.75,-0.983333,7.708970300000001,-0.8092771,OPERATIONAL,false
Kumfia Clinic,7.75,-0.983333,7.7802,-1.2314,OPERATIONAL,false
Nyomoase CHPS,7.75,-0.983333,7.5420312,-1.2049233,NO DATA,false
Namasua CHPS,7.45,-2.583333,7.512432199999999,-2.5479489,NO DATA,false
Tewbabi CHPS,7.45,-2.583333,5.5302875,-2.5674531,OPERATIONAL,false
RCH DHD,7.45,-2.583333,7.445210699999999,-2.5869953,OPERATIONAL,false
Clean Hands Maternity Home,7.45,-2.583333,N/A,N/A,NO DATA,false
Dr Larbi Clinic,7.45,-2.583333,7.453733499999999,-2.5829373,OPERATIONAL,true
Betco Clinic,7.45,-2.583333,N/A,N/A,NO DATA,false
Saviour Clinic,7.277284,-2.876257,7.275210899999999,-2.8679267,OPERATIONAL,false
Twumkrom CHPS,7.277284,-2.876257,7.2734861,-2.8608082,OPERATIONAL,false
Gonokrom CHPS,7.277284,-2.876257,7.2439992,-2.9566671,OPERATIONAL,false
New Chiraa PHC,7.277284,-2.876257,7.267062299999999,-2.8676879,OPERATIONAL,false
Kwakuanya Methodist Clinic,7.277284,-2.876257,6.9888,-2.9753,OPERATIONAL,false
Awiakrom Community Clinic,7.277284,-2.876257,7.267064700000001,-2.8677013,OPERATIONAL,false
Kofiboukrom CHPS,7.277284,-2.876257,7.191420900000001,-2.6930032,OPERATIONAL,false
Duadaso Rural Clinic,6.957708,-2.420871,7.9017,-2.6229,OPERATIONAL,false
Amanfoso CHPS,6.957708,-2.420871,7.9479047,-2.6958701,OPERATIONAL,false
Kokosua Rural Clinic,6.957708,-2.420871,7.860799999999999,-2.7562,OPERATIONAL,false
Atuna CHPS,6.957708,-2.420871,7.645664999999999,-2.8178291,NO DATA,false
Abuokrom CHPS,6.957708,-2.420871,7.645664999999999,-2.8178291,NO DATA,false
Tekese CHPS,6.957708,-2.420871,7.6938787,-2.7017163,NO DATA,false
Asempanaye CHPS,6.957708,-2.420871,7.7004263,-2.8658204,OPERATIONAL,false
Tanoso Community Health Nurses Training School,6.6148152,-2.49999179999997,7.2675643,-2.2356594,OPERATIONAL,false
Biaso Rural Clinic,6.9577082,-2.42087130000004,7.096243599999999,-2.715341,OPERATIONAL,false
Nankete CHPS,6.6148152,-2.49999179999997,6.5294782,-2.4999918,NO DATA,false
Florence Maternity Home,7.277284,-2.876257,7.2743121,-2.8735344,OPERATIONAL,true
EMC Kwaku Any Maternity Home,7.277284,-2.876257,7.275210899999999,-2.8679267,OPERATIONAL,false
Adadiem Rural Clinic,7.9072974,-2.65864009999995,8.0254999,-2.5526,OPERATIONAL,false
Mayera Health Centre,7.9072974,-2.65864009999995,5.7206724,-0.2702068,OPERATIONAL,false
Kokoa Rural Clinic,7.9072974,-2.65864009999995,7.850590999999999,-2.6483007,OPERATIONAL,false
Suma Community Clinic,7.9072974,-2.65864009999995,7.9165,-2.7158,OPERATIONAL,false
Rabito Clinic,7.5666667,-1.70000000000004,7.492917599999999,-1.8322511,OPERATIONAL,false
Lassi CHPS,7.6111895,-0.45023679999997,7.3349414,-2.3123031,OPERATIONAL,false
Kwame Danso Hospital,7.6111895,-0.45023679999997,7.729947699999999,-0.6851063,OPERATIONAL,false
Techiman Poly. Clinic,7.5772222,-1.92916669999999,7.5799062,-1.9442674,OPERATIONAL,false
Market Clinic,7.5772222,-1.92916669999999,7.580799999999999,-1.9364,OPERATIONAL,false
Nkwaeso Clinic,7.5772222,-1.92916669999999,7.558899999999999,-1.9906,OPERATIONAL,false
Droboso Clinic,7.734117,-2.10357199999998,7.6988,-2.1077,OPERATIONAL,false
Christian Eye Centre,7.4041716,-2.44392530000004,7.292387100000001,-2.2712611,OPERATIONAL,false
Nkyekyemanu Rural Clinic,7.4041716,-2.44392530000004,7.478299999999999,-2.7897,OPERATIONAL,false
Kintampo Rural Health Training School,7.5977302,-1.93595930000003,8.0504035,-1.7276302,OPERATIONAL,false
Susec Clinic,7.3333333,-2.33333330000004,7.337599999999999,-2.3304999,OPERATIONAL,false
Notre Dame Sch. Clinic,7.3333333,-2.33333330000004,7.360434499999999,-2.3564279,OPERATIONAL,false
Ratchlik Clinic,7.3333333,-2.33333330000004,7.3448536,-2.3141166,OPERATIONAL,false
Scanstyle Clinic,6.91361,-2.56503,6.9138401,-2.5650997,OPERATIONAL,true
Atuahenekrom Clinic,7.3333333,-2.33333330000004,7.3448536,-2.3141166,OPERATIONAL,false
Abesim Eye Clinic,7.3333333,-2.33333330000004,7.293552300000001,-2.300641600000001,OPERATIONAL,false
Fofie Memorial Clinic,7.3333333,-2.33333330000004,7.326717400000001,-2.3325701,OPERATIONAL,false
Holy Daniel Clinic,7.3333333,-2.33333330000004,N/A,N/A,NO DATA,false
SDA Hospital,7.3333333,-2.33333330000004,7.3452179,-2.3432731,OPERATIONAL,false
Anyekrom Health Centre,8.03966039999999,-2.38136209999993,N/A,N/A,NO DATA,false
Nyarko Maternity Home,8.03966039999999,-2.38136209999993,7.7196875,-2.5135625,OPERATIONAL,false
Zabrama Health Centre,8.0445086,-1.28910359999997,7.9914462,-1.3980247,OPERATIONAL,false
Adom Maternity Home,7.8685183,-1.75388169999996,8.067481599999999,-1.7222581,OPERATIONAL,false
Apesika Clinic,7.8685183,-1.75388169999996,7.9972832,-1.5474988,NO DATA,false
Mansie Clinic,7.8685183,-1.75388169999996,7.988023099999999,-1.9286527,OPERATIONAL,false
